id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,Pressure,Temperature,Alttitude
3166,0.78,-0.82,1.0,-49.38,34.56,-64.19,46.49,-24.6,24.6,479.63,8.41,7295.0
3167,0.63,-0.59,0.45,-26.34,-14.07,-11.52,0.08,-8.96,-5.85,479.7,1.67,7301.67
3168,0.37,-0.85,0.52,-63.37,-6.67,-18.93,-6.18,-5.26,4.11,479.73,17.19,7285.0
3169,-0.11,0.0,-0.3,-18.11,-33.41,33.74,-77.04,7.82,-15.22,240.98,17.19,10003.33
3170,0.19,-0.11,0.15,-66.74,15.22,-37.11,-28.07,-15.22,11.52,240.82,20.45,10013.33
3171,-0.15,0.41,-0.52,-6.67,-26.0,22.96,-52.26,7.82,-15.22,240.95,8.34,10033.33
3172,0.3,-0.52,0.23,-51.93,0.74,-7.48,0.41,-11.52,5.26,240.85,-0.44,10020.0
3173,-0.26,-0.15,0.04,-10.7,-59.34,51.93,-37.11,8.96,-10.37,241.05,-10.67,10006.67
3174,-0.37,0.26,-0.04,-25.52,-44.85,22.3,-29.71,5.26,-4.11,241.12,-3.74,10003.33
3175,-0.19,0.45,-0.37,4.11,-52.26,0.08,-26.0,12.67,-1.56,241.08,10.0,10010.0
3176,-0.19,0.45,-0.37,4.11,-52.26,0.08,-37.45,15.22,-12.67,241.05,16.97,10016.67
3177,-0.19,0.45,-0.37,4.11,-52.26,0.08,-41.15,7.82,-15.22,441.27,16.97,8673.33
3178,-0.86,1.26,-0.86,45.34,-71.6,70.93,-67.89,23.45,-28.3,441.54,13.56,8676.67
3179,-0.63,1.26,-0.9,74.97,-41.97,56.45,-41.97,19.75,-20.89,441.64,22.04,8680.0
3180,-0.15,0.3,-0.11,55.63,-15.22,3.78,-21.48,7.82,2.15,241.22,27.23,10010.0
3181,-0.1,-0.14,0.02,52.23,-4.11,18.93,-17.78,7.82,2.15,494.71,33.97,6736.67
3182,0.46,-0.73,0.13,-0.44,11.52,-37.45,2.7,-11.52,21.48,682.97,30.45,5855.0
3183,0.09,-0.03,-0.54,30.0,-29.71,22.63,-14.08,4.11,-8.96,920.57,14.93,3191.67
3184,0.07,0.34,-0.59,7.82,-40.82,-10.7,-25.19,7.82,-15.22,667.21,11.6,6455.0
3185,-0.78,0.89,-0.82,23.45,-86.08,45.67,-41.97,34.56,-32.0,478.98,13.37,7333.33
3186,-0.75,0.82,-0.82,37.93,-86.08,45.67,-49.37,41.97,-28.3,241.52,16.78,10006.67
3187,-0.67,0.49,-0.67,49.04,-100.56,38.26,-45.67,30.86,-24.6,241.35,20.3,10013.33
3188,-0.0,-0.26,-0.11,3.78,-47.89,4.11,-28.89,4.11,-7.82,241.05,16.82,10020.0
3189,-0.37,-0.11,-0.04,-21.81,-59.34,0.41,-51.11,-3.29,-11.52,240.98,22.19,10020.0
3190,-0.45,0.22,-0.19,-32.92,-44.85,7.82,-47.41,4.11,-8.96,241.02,15.27,10016.67
3191,-0.48,0.63,-0.41,-21.48,-37.45,-2.96,-44.85,4.11,-8.96,241.02,15.27,10000.0
3192,-0.15,0.41,-0.52,4.11,-26.0,22.96,-18.93,0.41,-1.56,464.21,8.3,7826.67
3193,0.56,-0.26,0.15,-4.11,-6.67,-0.08,0.41,-26.33,15.22,463.91,15.22,7833.33
3194,0.82,-0.44,0.19,-4.11,-21.48,-0.08,0.41,-26.33,15.22,463.91,15.22,7853.33
3195,0.85,-0.37,0.22,-4.11,-21.48,-22.3,-25.52,-22.63,7.82,240.72,22.19,10016.67
3196,0.63,-0.56,0.41,-15.22,15.56,-29.71,-28.07,-12.67,0.41,240.68,20.45,10013.33
3197,-0.26,-0.04,0.04,18.6,-29.71,15.22,-77.04,10.37,-26.33,240.85,17.19,10006.67
3198,0.3,-0.37,0.59,-15.22,4.11,-15.22,-30.63,-12.67,0.41,240.68,20.45,10003.33
3199,0.26,-0.45,0.48,-41.15,-25.52,-15.22,-30.63,-15.22,11.52,240.82,20.45,10013.33
3200,0.59,-0.67,0.37,-26.34,-14.07,10.7,-4.7,-18.93,18.93,240.92,28.93,10013.33
3201,0.56,-0.7,0.26,-51.93,-14.07,-7.48,5.26,-7.82,15.22,240.95,30.63,10026.67
3202,0.78,-0.48,0.08,-40.49,-21.48,-18.26,7.82,-15.22,11.52,240.85,27.15,10026.67
3203,0.74,-0.22,0.3,-18.26,-3.29,-44.19,7.82,-15.22,11.52,240.85,25.41,10016.67
3204,0.04,0.56,-0.34,41.15,-22.63,15.22,-22.63,-7.0,-4.11,241.08,28.93,10023.33
3205,-0.71,1.19,-0.97,89.78,-41.97,86.08,-45.67,12.34,-23.45,241.35,34.15,10010.0
3206,-0.71,1.19,-0.97,89.78,-41.97,86.08,-71.6,16.04,-30.86,241.25,27.41,10013.33
3207,-0.15,0.26,-0.15,44.85,14.41,37.45,-44.85,0.41,-17.78,465.52,22.19,7791.67
3208,0.19,-0.3,0.56,21.81,48.56,-15.22,-21.81,-18.93,1.56,465.25,16.97,7795.0
3209,-0.11,-0.34,0.45,-15.22,18.93,-15.22,-21.81,-18.93,1.56,465.25,16.97,7801.67
3210,-0.7,0.45,-0.37,18.93,-37.45,44.85,-52.26,7.82,-15.22,434.65,16.97,8926.67
3211,-1.19,0.89,-0.82,27.15,-97.52,71.6,-75.3,27.15,-34.56,646.42,22.19,7173.33
3212,-0.33,0.34,-0.59,11.52,-52.26,15.22,-26.33,11.52,-4.11,646.36,28.93,7160.0
3213,0.15,-0.11,0.15,-11.52,-18.11,-55.63,4.11,-18.93,18.93,686.49,18.7,5701.67
3214,0.86,-0.89,0.75,-30.86,34.56,-112.01,27.15,-38.26,38.26,474.72,13.48,7445.0
3215,0.15,-0.22,0.26,-0.41,15.22,-29.71,0.41,-15.22,11.52,474.85,1.37,7445.0
3216,-0.11,-0.03,-0.3,33.41,-33.41,18.93,-30.04,15.22,-11.52,457.15,-0.44,8070.0
3217,-0.49,0.53,-1.0,67.56,-74.64,101.23,-67.56,35.71,-27.15,457.35,-10.67,8073.33
3218,0.22,-0.14,-0.52,37.11,-55.3,18.93,-43.37,5.26,-4.11,457.12,-2.04,8083.33
3219,-0.08,0.04,-0.3,11.52,-44.52,29.71,-39.67,5.26,-4.11,480.88,11.71,7250.0
3220,-0.22,0.52,-0.45,22.3,-30.04,18.26,-39.67,5.26,-4.11,480.88,11.71,7263.33
3221,-0.15,0.59,-0.19,29.71,-30.04,47.89,-39.67,12.67,-0.41,656.8,15.19,6885.0
3222,-0.0,0.67,-0.63,44.52,-15.22,29.71,-65.6,8.96,5.85,659.25,11.78,6801.67
3223,0.52,-0.37,0.22,-0.41,11.52,-41.15,-20.67,-0.41,17.78,659.08,23.71,6785.0
3224,0.08,-0.33,0.19,-0.41,26.33,-41.15,-20.67,-0.41,17.78,483.27,23.71,7153.33
3225,0.15,-0.41,0.59,21.81,18.93,-37.45,8.96,-0.41,17.78,240.98,23.71,9993.33
3226,-0.26,0.22,-0.04,52.26,-22.3,7.82,-25.19,18.93,-1.56,241.18,13.37,10003.33
3227,-0.08,-0.07,0.07,15.22,-29.71,0.41,-25.19,18.93,-1.56,241.18,13.37,10003.33
3228,0.11,-0.56,0.41,-30.04,0.74,-26.33,-5.85,-7.82,15.22,240.88,15.08,10000.0
3229,0.11,-0.56,0.41,-30.04,0.74,-26.33,-28.07,-15.22,11.52,411.45,15.08,9830.0
3230,-0.19,0.04,-0.22,40.82,-40.49,11.52,-44.85,4.11,-8.96,411.65,9.89,9840.0
3231,-0.19,0.04,-0.22,40.82,-40.49,11.52,-44.85,11.52,-5.26,598.04,-2.15,9045.0
3232,0.45,-0.3,0.3,21.48,-6.67,-4.11,4.11,-4.11,25.19,427.35,9.97,9208.33
3233,0.26,0.11,0.11,21.48,7.82,6.67,-3.29,-0.41,18.93,427.28,3.04,9215.0
3234,-0.26,0.52,-0.3,29.71,-22.63,33.41,-52.26,15.22,-11.52,466.6,18.56,7756.67
3235,-1.12,1.04,-0.64,45.34,-67.89,74.64,-75.3,27.15,-34.56,466.76,20.3,7753.33
3236,-1.15,0.89,-0.64,34.56,-67.89,86.08,-67.89,23.45,-28.3,641.41,28.93,7410.0
3237,-0.26,0.37,-0.45,18.93,-52.26,29.71,-15.22,4.11,-7.82,585.48,27.15,9535.0
3238,0.15,-0.37,-0.11,3.29,30.04,-18.93,29.71,-15.22,4.11,838.99,20.27,6333.33
3239,0.3,-0.63,0.11,3.29,15.56,-55.96,29.71,-15.22,4.11,894.58,11.63,4250.0
3240,0.04,-0.48,0.3,-26.34,30.37,-30.04,29.71,-15.22,4.11,724.86,-2.11,4385.0
3241,-0.3,0.34,-0.45,-3.3,-26.0,30.04,-18.93,15.22,-11.52,471.32,-9.08,7586.67
3242,-0.11,0.04,0.04,-26.34,22.63,14.41,7.82,-0.41,1.56,446.96,-12.48,8461.67
3243,0.0,-0.22,0.3,-0.41,44.85,10.7,11.52,7.0,4.11,446.92,1.26,8465.0
3244,0.45,-0.75,0.97,-60.49,79.0,-45.67,35.71,-13.49,19.75,446.66,13.37,8485.0
3245,0.6,-0.64,0.86,-86.08,79.0,-63.86,25.74,-24.6,23.45,240.55,25.41,10026.67
3246,0.08,0.29,-0.07,-41.15,22.63,-15.22,-1.0,-8.96,10.37,447.75,20.45,8430.0
3247,0.41,0.22,-0.0,-4.11,7.82,-11.52,-1.0,-8.96,10.37,447.75,20.45,8430.0
3248,0.52,-0.11,0.33,10.37,30.04,-0.74,8.96,2.15,6.67,632.02,20.45,7721.67
3249,0.7,-0.52,0.52,10.37,15.56,-11.52,-20.67,-1.56,-3.29,424.96,20.45,9308.33
3250,0.11,-0.26,-0.07,33.41,-18.26,41.15,-37.45,15.22,-12.67,425.16,22.19,9288.33
3251,-0.15,-0.03,-0.3,44.52,-40.49,48.56,-37.45,15.22,-12.67,240.92,23.89,10010.0
3252,-0.37,0.34,-0.41,44.52,-26.0,70.78,-15.22,11.52,-5.26,476.02,27.15,7423.33
3253,-0.07,0.22,0.18,21.48,22.63,-0.08,7.82,-15.22,11.52,709.92,11.71,4888.33
3254,-0.22,0.59,-0.34,40.82,-26.0,30.37,-18.93,-3.29,-11.52,947.59,-2.04,2208.33
3255,-0.3,0.41,-0.0,22.63,-51.93,18.93,-15.22,-3.29,-11.52,712.58,3.18,4785.0
3256,-0.6,0.52,-0.6,45.67,-100.56,89.78,-45.67,27.15,-34.56,661.73,3.18,6660.0
3257,-0.18,-0.09,-0.18,-14.41,-55.63,44.56,-30.04,11.52,-4.11,679.22,15.33,6026.67
3258,0.61,-0.68,-0.1,-37.45,-10.37,-26.3,0.41,3.29,11.52,678.99,11.82,6030.0
3259,0.27,-0.46,0.01,-52.26,-21.81,-52.23,4.11,-7.82,15.22,496.04,27.26,6700.0
3260,-0.33,0.34,-0.59,11.52,-52.26,15.22,-18.93,15.22,-11.52,434.78,27.15,8916.67
3261,-1.04,1.01,-1.08,41.97,-71.6,97.52,-49.37,23.45,-27.15,435.02,30.67,8930.0
3262,-0.18,0.45,-0.85,26.33,-26.33,41.15,-22.63,7.82,-14.08,434.82,13.41,8933.33
3263,-0.04,0.19,-0.63,22.63,-40.82,4.11,-44.85,0.41,-17.78,241.05,10.15,10023.33
3264,0.71,-0.44,0.0,-26.0,-21.48,-66.74,-21.81,-18.93,1.56,240.78,4.93,10026.67
3265,0.07,0.3,-0.41,-10.37,-40.82,-14.07,-48.56,-3.29,-11.52,240.98,22.19,10013.33
3266,0.41,0.11,0.11,-29.71,7.82,-47.89,4.11,-26.33,15.22,474.88,15.22,7465.0
3267,-0.52,0.59,-0.23,4.11,-7.82,-2.96,-44.85,-3.29,-11.52,700.6,18.7,5201.67
3268,-0.26,-0.04,0.41,-4.11,26.33,-26.0,-14.41,-11.52,4.11,700.36,15.19,5221.67
3269,-0.56,0.08,-0.19,18.93,-22.3,44.85,-55.63,8.96,-11.52,466.5,15.19,7766.67
3270,-0.3,0.3,-0.41,18.93,-26.0,41.15,-33.41,16.37,-7.82,241.02,3.07,10030.0
3271,-0.08,-0.03,-0.26,7.82,-33.41,11.52,-43.37,12.67,-0.41,438.2,-1.89,8808.33
3272,-0.08,-0.03,-0.26,7.82,-33.41,11.52,-25.19,18.93,-1.56,438.3,6.63,8805.0
3273,0.37,-0.96,0.49,-37.45,-6.67,-18.93,5.26,-7.82,15.22,438.13,3.23,8805.0
3274,0.3,-0.52,0.23,-51.93,0.74,-7.48,11.52,-11.52,5.26,240.98,-5.55,10016.67
3275,0.19,-0.11,0.15,-66.74,15.22,-37.11,11.52,-11.52,5.26,240.98,-5.55,10016.67
3276,0.45,0.15,0.07,-29.71,7.82,-29.71,11.52,-11.52,5.26,240.98,-5.55,10000.0
3277,0.74,0.0,0.22,-4.11,-7.0,-11.52,11.52,-11.52,5.26,240.98,-5.55,10000.0
3278,0.82,-0.33,0.37,7.0,-21.48,-18.93,-6.67,-17.78,6.41,240.88,-14.08,9993.33
3279,0.63,-0.52,0.56,-4.11,15.56,-26.33,-2.96,-10.37,8.96,425.09,-2.04,9288.33
3280,-0.11,0.19,-0.19,11.52,-3.78,14.89,-33.41,16.37,-7.82,653.11,6.74,6951.67
3281,-0.22,0.59,-0.41,26.0,10.7,40.49,-22.63,26.33,-15.22,653.14,8.34,6955.0
3282,-0.63,1.04,-1.19,60.15,-60.15,100.56,-67.56,35.71,-27.15,469.07,-1.89,7666.67
3283,-0.6,1.01,-1.12,52.75,-60.15,82.38,-60.15,32.0,-20.89,241.28,-0.33,9993.33
3284,-0.3,0.3,-0.41,18.93,-26.0,41.15,-29.71,5.26,-4.11,241.12,-3.74,9990.0
3285,-0.14,0.07,0.15,-4.11,22.63,-11.52,11.52,-11.52,5.26,240.98,-5.55,9980.0
3286,0.53,-0.63,0.71,-37.93,41.97,-52.75,28.3,-28.3,14.63,422.85,1.37,9361.67
3287,0.93,-0.71,0.63,-63.53,27.15,-70.93,22.04,-22.04,13.49,422.75,16.89,9365.0
3288,1.34,-0.78,0.56,-89.12,12.34,-89.12,22.04,-22.04,13.49,422.75,16.89,9371.67
3289,1.15,-1.04,0.78,-74.64,19.75,-100.56,28.3,-28.3,14.63,240.65,-0.37,10000.0
3290,0.86,-0.93,0.82,-86.08,34.56,-86.08,38.26,-27.15,18.34,240.72,-2.15,10003.33
3291,0.3,-0.63,0.34,-26.67,0.74,-15.22,11.52,-11.52,5.26,464.01,-0.33,7836.67
3292,0.33,-0.52,0.41,-26.67,30.37,7.0,15.22,-4.11,7.82,648.21,11.71,7125.0
3293,0.11,-0.26,-0.07,44.19,-18.26,41.15,-11.52,11.52,-5.26,648.48,8.3,7128.33
3294,0.7,-0.56,0.3,2.96,26.67,-29.71,15.22,-0.41,17.78,668.94,23.75,6420.0
3295,0.18,0.3,-0.56,22.3,-29.71,0.74,-11.52,15.22,4.7,484.96,22.04,7121.67
3296,-0.04,0.56,-0.74,11.52,-15.22,22.96,-18.93,18.93,-1.56,484.9,15.11,7111.67
3297,-0.26,0.41,-0.34,7.82,10.7,33.74,-15.22,22.63,-8.96,241.12,11.6,9993.33
3298,-0.19,0.08,-0.19,18.93,-3.78,26.34,-33.41,16.37,-7.82,241.02,3.07,9993.33
3299,0.52,-0.59,0.3,-11.52,15.56,-55.96,-6.67,-4.11,7.82,240.75,13.41,9993.33
3300,0.04,0.26,-0.56,7.82,-40.82,-25.52,-37.11,4.11,-7.82,240.98,16.93,9993.33
3301,0.37,0.07,-0.18,-37.11,7.82,-59.34,4.11,-12.67,1.56,240.85,15.11,10003.33
3302,-0.3,0.89,-0.67,4.11,-11.52,11.52,-15.22,4.11,-7.82,448.12,10.15,8426.67
3303,0.19,-0.08,0.11,-15.22,15.22,-41.15,7.82,-15.22,11.52,447.85,4.93,8413.33
3304,-0.3,0.37,-0.48,33.41,-18.93,29.71,-44.85,4.11,-8.96,447.95,13.71,8423.33
3305,-0.11,-0.03,-0.3,33.41,-33.41,18.93,-48.56,-3.29,-11.52,240.98,22.19,10006.67
3306,-0.45,0.6,-0.97,78.34,-74.64,79.0,-71.6,16.04,-30.86,241.25,27.41,10023.33
3307,0.11,-0.29,-0.04,44.19,-18.26,-3.3,-15.22,4.11,-7.82,458.61,27.41,8051.67
3308,0.63,-0.67,0.41,-15.22,15.56,-51.93,15.22,-4.11,7.82,458.37,20.49,8058.33
3309,0.56,-0.48,0.59,-3.78,33.74,-55.63,11.52,7.0,4.11,458.34,6.63,8051.67
3310,0.74,-0.22,0.3,-18.26,-3.29,-44.19,4.11,3.29,11.52,240.92,15.11,10010.0
3311,0.22,0.15,-0.15,41.15,-37.11,4.44,-26.33,11.52,-4.11,241.15,22.04,10003.33
3312,-0.08,0.11,-0.26,4.11,-66.74,4.44,-48.56,4.11,-7.82,241.08,27.41,10006.67
3313,-0.26,-0.04,0.04,18.6,-29.71,15.22,-41.15,7.82,-15.22,241.02,23.89,10013.33
3314,-0.15,-0.34,0.56,-15.22,18.93,-15.22,-20.67,-11.52,4.11,240.75,18.67,10010.0
3315,0.45,-0.75,0.97,-60.49,79.0,-45.67,25.74,-27.15,34.56,240.68,25.41,10006.67
3316,0.23,-0.52,0.74,-49.38,56.78,-38.26,22.04,-34.56,32.0,240.72,11.67,10006.67
3317,-0.18,-0.04,0.44,-33.74,-3.3,2.96,-2.15,-4.11,8.96,240.95,3.04,10023.33
3318,0.08,-0.19,0.26,-4.11,-18.11,-22.96,0.41,-1.56,-2.15,240.82,1.26,10013.33
3319,0.26,-0.48,0.37,-41.15,-25.52,-30.37,0.41,-1.56,-2.15,431.43,11.6,9048.33
3320,0.19,-0.52,0.23,-48.56,-25.52,-44.85,7.82,-5.26,4.11,431.5,18.53,9048.33
3321,-0.3,-0.11,-0.07,-7.33,-59.34,15.22,-15.22,4.11,-7.82,431.8,4.78,9048.33
3322,-0.6,0.49,-0.71,63.53,-100.56,53.08,-56.45,20.89,-17.19,241.32,-3.74,10013.33
3323,-0.11,-0.22,-0.22,55.3,-18.26,18.93,-15.22,-5.85,-7.82,494.79,-3.7,6791.67
3324,-0.48,-0.07,-0.15,29.71,-29.71,15.22,-11.52,1.56,-5.26,494.83,6.63,6795.0
3325,-0.63,0.26,-0.26,4.11,-15.22,7.82,6.67,7.82,-6.41,494.93,15.16,6798.33
3326,-0.22,0.45,-0.37,-3.29,-41.15,-2.96,-15.22,7.82,1.0,463.33,22.04,7881.67
3327,-0.04,0.71,-0.63,22.3,-15.22,11.52,-18.93,0.41,-1.56,463.3,28.97,7898.33
3328,0.45,-0.15,0.19,-22.96,11.52,-41.15,22.3,-16.37,7.82,701.91,27.41,5180.0
3329,-0.22,0.56,-0.37,-7.33,-18.93,0.08,-26.67,6.67,-18.93,479.9,18.93,7308.33
3330,0.48,-0.22,0.26,-66.74,0.41,-59.34,-6.18,-5.26,4.11,479.73,17.19,7305.0
3331,0.37,0.04,0.04,-66.74,7.82,-33.41,-28.07,-15.22,11.52,440.23,11.82,8721.67
3332,0.3,-0.26,0.19,-29.71,-6.67,-33.41,-28.07,-11.52,11.52,695.1,20.3,5468.33
3333,-0.44,0.37,-0.45,18.93,-26.0,37.45,-48.56,0.41,-11.52,695.27,22.04,5458.33
3334,-0.74,0.64,-0.89,75.3,-74.64,56.78,-75.3,30.86,-34.56,496.09,22.04,6760.0
3335,-0.41,0.3,-0.41,30.04,-26.0,33.74,-22.63,7.82,-14.08,241.12,4.78,10003.33
3336,0.19,-0.52,0.15,-4.11,30.37,-26.33,-2.15,-11.52,5.26,487.13,-0.44,7045.0
3337,0.22,-0.59,0.08,-0.41,30.37,10.7,-24.37,-18.93,1.56,689.65,-2.04,5618.33
3338,0.37,-0.48,0.11,-0.41,30.37,-7.48,-24.37,-22.63,7.82,923.65,-0.22,3083.33
3339,0.26,-0.11,0.15,-14.89,8.15,-18.26,-14.41,-11.52,4.11,851.22,-10.45,5750.0
3340,-0.07,0.11,0.26,-29.71,-3.3,-44.19,7.82,-4.11,7.82,648.71,-8.86,7176.67
3341,0.22,-0.04,0.26,-29.71,-18.11,-26.0,11.52,7.0,4.11,414.67,3.07,9718.33
3342,0.41,-0.26,0.15,-29.71,-32.92,-37.45,11.52,7.0,4.11,470.09,15.0,7635.0
3343,0.37,-0.3,0.26,7.33,-3.29,-37.45,18.93,3.29,10.37,655.19,27.12,6875.0
3344,-0.26,0.22,-0.11,52.59,-18.93,-10.7,-11.52,11.52,-5.26,655.42,30.63,6888.33
3345,-0.89,1.04,-0.6,112.01,-38.26,60.15,-41.97,19.75,-20.89,426.42,34.15,9276.67
3346,-0.78,1.11,-0.56,82.38,-67.89,74.64,-49.37,23.45,-27.15,241.32,22.04,10033.33
3347,-0.22,0.52,-0.45,29.71,-52.26,18.26,-22.63,7.82,-14.08,241.12,4.78,10033.33
3348,0.33,-0.41,0.48,-15.22,4.11,-30.37,-2.15,-1.56,-2.15,444.71,-0.44,8561.67
3349,0.75,-0.89,0.78,-30.86,64.19,-71.6,32.0,-20.89,17.19,444.51,9.89,8551.67
3350,0.04,-0.22,0.3,-0.41,44.85,10.7,-20.67,-1.56,-3.29,658.51,21.93,6705.0
3351,-0.07,0.11,-0.04,-14.89,22.63,-0.08,-20.67,-4.11,7.82,454.75,11.71,8160.0
3352,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-65.6,5.26,-4.11,454.91,-0.22,8170.0
3353,-0.37,0.22,-0.33,-6.67,-51.93,26.67,-39.67,1.56,3.29,241.12,5.0,10010.0
3354,-0.37,0.22,-0.33,-6.67,-51.93,26.67,-37.11,-5.85,-0.41,241.02,15.22,10006.67
3355,0.11,-0.22,0.11,-14.89,8.15,-0.08,4.11,-22.63,8.96,240.88,13.41,10006.67
3356,0.38,-0.41,0.63,-74.97,56.78,-56.45,34.56,-30.86,24.6,240.65,9.89,10006.67
3357,0.34,-0.49,0.71,-86.41,56.78,-41.97,38.26,-27.15,18.34,420.72,1.26,9471.67
3358,0.15,-0.19,0.22,-67.08,8.15,-26.33,-2.96,-10.37,8.96,420.85,3.07,9465.0
3359,0.15,-0.19,0.22,-67.08,8.15,-26.33,-10.37,-14.08,16.37,420.92,4.85,9468.33
3360,-0.08,0.19,-0.37,-21.81,-40.49,4.11,-51.6,2.7,3.29,488.37,16.96,7010.0
3361,-0.37,0.33,-0.34,-32.92,-51.93,15.22,-37.11,1.56,-0.41,488.44,32.41,7013.33
3362,-0.3,0.0,-0.19,-32.92,-59.34,11.52,-33.41,-2.15,-10.37,488.41,16.89,7016.67
3363,-0.0,-0.71,0.56,-78.19,-18.11,-22.63,1.56,-22.63,8.96,240.88,13.41,10026.67
3364,0.89,-1.23,0.93,-112.01,27.15,-67.56,22.04,-34.56,32.0,240.72,11.67,10033.33
3365,0.89,-1.23,0.93,-112.01,27.15,-67.56,18.34,-38.26,38.26,240.65,23.71,10020.0
3366,0.45,-0.3,0.19,-66.74,0.41,-37.11,-5.85,-7.82,15.22,241.08,25.41,10006.67
3367,-0.08,0.08,-0.26,-7.33,-33.41,11.52,-30.04,15.22,-11.52,241.22,13.3,10003.33
3368,0.11,0.26,-0.59,22.3,-40.82,-10.7,-26.33,18.93,-17.78,241.28,1.26,10016.67
3369,0.82,-0.41,-0.14,6.67,-21.48,-33.74,0.41,-1.56,-2.15,456.06,3.04,8145.0
3370,1.34,-0.78,0.3,-52.75,12.34,-82.38,24.6,-22.04,13.49,455.8,15.15,8135.0
3371,0.74,-0.44,-0.03,-11.52,-3.29,-0.08,-5.85,-6.41,4.11,700.78,16.96,5205.0
3372,-0.19,0.04,-0.3,4.11,-48.56,26.67,-54.82,6.67,-15.22,485.73,10.22,7093.33
3373,-0.22,0.0,-0.44,22.3,-48.56,15.22,-48.56,0.41,-14.08,655.55,8.45,6971.67
3374,0.41,-0.3,0.04,-37.11,-32.92,-55.63,-14.41,-7.82,-2.15,410.53,20.38,9881.67
3375,1.34,-0.78,0.52,-45.34,12.34,-82.38,41.97,-19.75,20.89,605.39,27.12,8743.33
3376,1.19,-1.0,0.89,-49.04,19.75,-82.38,35.71,-16.04,30.86,632.82,22.15,7660.0
3377,0.78,-0.93,0.97,-23.45,34.56,-64.19,28.3,-19.75,38.26,632.89,23.93,7666.67
3378,0.34,-0.89,0.93,-23.45,49.37,-64.19,18.34,-20.89,34.56,437.83,23.93,8801.67
3379,0.3,-0.86,0.89,-49.38,49.37,-41.97,20.89,-18.34,23.45,240.58,30.67,10010.0
3380,0.67,-0.97,0.67,-56.78,34.56,-71.6,24.6,-22.04,13.49,410.27,28.89,9885.0
3381,1.08,-1.04,0.6,-82.38,19.75,-89.78,27.15,-24.6,24.6,410.4,28.89,9878.33
3382,1.23,-0.85,0.27,-70.93,12.34,-112.01,34.56,-23.45,28.3,639.71,27.12,7503.33
3383,0.67,-0.44,0.0,-44.19,-21.48,-66.74,7.82,-7.82,15.22,470.19,30.63,7625.0
3384,-0.0,0.26,-0.56,-10.37,-40.82,-25.52,-41.15,7.82,-15.22,470.26,23.89,7631.67
3385,-0.67,1.04,-0.97,49.04,-60.15,56.78,-75.3,16.04,-30.86,476.26,22.19,7423.33
3386,-0.82,1.3,-1.19,52.75,-45.67,93.82,-75.3,16.04,-30.86,476.26,22.19,7436.67
3387,-0.85,1.38,-1.27,78.34,-45.67,112.01,-49.37,12.34,-23.45,644.86,22.19,7343.33
3388,-1.04,1.12,-1.04,52.75,-41.97,86.08,-71.6,16.04,-30.86,635.3,25.67,7676.67
3389,-0.89,1.04,-0.67,74.97,-38.26,60.15,-97.52,19.75,-38.26,635.2,17.19,7660.0
3390,-0.48,0.37,-0.0,4.11,-4.11,15.22,-70.78,4.11,-25.19,646.5,11.82,7201.67
3391,-0.45,0.41,-0.04,4.11,-33.74,15.22,-59.34,1.56,-14.08,420.98,-1.89,9451.67
3392,0.15,-0.15,0.22,-66.74,-18.11,-29.71,-6.67,-17.78,6.41,420.88,-10.67,9451.67
3393,-0.22,0.45,-0.37,-21.48,-52.26,-2.96,-29.71,5.26,-4.11,241.12,-3.74,9986.67
3394,-0.0,0.63,-0.56,-21.48,-26.33,-6.67,-15.22,4.11,-7.82,441.44,4.78,8653.33
3395,-0.41,0.71,-0.49,4.11,-11.52,11.52,-11.52,11.52,-5.26,441.41,18.53,8673.33
3396,0.04,-0.22,0.26,-41.15,15.22,-18.93,5.26,-15.22,11.52,441.11,20.23,8690.0
3397,-0.18,-0.41,0.45,-41.15,-10.7,-15.22,-20.67,-11.52,4.11,432.35,27.15,9023.33
3398,0.04,-0.74,0.6,-52.26,-18.11,-44.85,-28.07,-12.67,0.41,432.28,28.93,9023.33
3399,-0.63,0.0,0.04,-7.0,-70.78,-10.7,-48.56,6.67,-18.93,432.55,34.15,9023.33
3400,0.04,-0.74,0.6,-52.26,-18.11,-44.85,-2.15,-16.37,7.82,240.78,28.93,10033.33
3401,-0.04,-0.3,0.34,-66.74,-10.7,-33.41,5.26,-15.22,11.52,240.85,27.15,10023.33
3402,0.19,-0.11,0.15,-66.74,15.22,-37.11,5.26,-15.22,11.52,240.85,27.15,10020.0
3403,-0.19,0.48,-0.45,-10.37,-26.0,-14.07,-15.22,4.11,-7.82,241.12,32.37,10013.33
3404,0.11,0.34,-0.3,15.22,-40.82,4.11,-15.22,4.11,-7.82,241.12,32.37,10010.0
3405,0.56,-0.59,0.45,-30.04,-14.07,-26.33,15.22,-4.11,7.82,240.88,25.45,10013.33
3406,0.33,-0.41,0.63,-41.15,4.11,-0.74,18.93,3.29,10.37,459.3,21.93,8010.0
3407,-0.11,-0.63,0.63,-41.15,41.15,-8.15,33.41,-7.82,6.67,713.04,18.56,4801.67
3408,-0.15,-0.23,0.41,-29.71,48.56,-18.93,26.0,-18.93,10.37,713.01,20.27,4785.0
3409,0.49,-0.93,0.93,-49.04,101.23,-67.56,45.34,-45.67,27.15,494.33,18.56,6781.67
